Quoi	Pt	quoi
veux	Vvc	vouloir
renaître	Vvn	renaître
;	Fw	;
Soutenez	Vvc	soutenir
bien	Rg	bien
le	Da	le
bras	Nc	bras
,	Fw	,
qui	Pr	qui
vous	Pp	vous
couronnera	Vvc	couronner
,	Fw	,
C'	Vvc	c'
est	Vuc	être
un	Dn	un
prix	Nc	prix
que	Pr	que
je	Pp	je
dois	Vvc	devoir
,	Fw	,
à	S	à
l'	Da	le
amour	Nc	amour
de	S	de
Syra	Vvc	syra
;	Fw	;
Remplissez	Vvc	remplir
dignement	Rg	dignement
,	Fw	,
le	Da	le
trône	Nc	trône
,	Fw	,
et	Cc	et
notre	Ds	notre
attente	Nc	attente
,	Fw	,
Et	Vvc	et
représentez	Vvc	représenter
bien	Rg	bien
,	Fw	,
celui	Pd	celui
qui	Pr	qui
vous	Pp	vous
présente	Vvc	présenter
.	Fs	.
Je	Pp	je
suis	Vuc	être
à	S	à
vous	Pp	vous
,	Fw	,
Grand	Nc	grand
Prince	Vvc	prince
,	Fw	,
et	Cc	et
je	Pp	je
serais	Vuc	être
jaloux	Ag	jaloux
,	Fw	,
Qu'	Vvc	qu'
un	Dn	un
autre	Ag	autre
eût	Vuc	avoir
plus	Rg	plus
de	S	de
zèle	Nc	zèle
,	Fw	,
et	Cc	et
plus	Rg	plus
d'	S	de
ardeur	Nc	ardeur
pour	S	pour
vous	Pp	vous
;	Fw	;
Je	Vvc	je
sais	Vvc	savoir
,	Fw	,
ce	Pd	ce
que	Pr	que
je	Pp	je
dois	Vvc	devoir
à	S	à
votre	Ds	votre
amour	Nc	amour
extrême	Ag	extrême
,	Fw	,
J'	Vvc	j'
en	Pp	en
ai	Vuc	avoir
le	Da	le
témoignage	Nc	témoignage
,	Fw	,
et	Cc	et
le	Da	le
gage	Nc	gage
en	S	en
moi-même	Pp	lui-même
;	Fw	;
Et	Vvc	et
quand	Cs	quand
dès	S	dès
le	Da	le
berceau	Nc	berceau
,	Fw	,
vous	Pp	vous
m'	Pp	je
auriez	Vuc	avoir
couronné	Ge	couronner
,	Fw	,
En	Vvc	en
me	Pp	je
donnant	Ga	donner
le	Da	le
jour	Nc	jour
,	Fw	,
vous	Pp	vous
m'	Pp	je
avez	Vuc	avoir
plus	Rg	plus
donné	Ge	donner
;	Fw	;
À	Nc	à
quoi	Pr	quoi
donc	Rg	donc
,	Fw	,
puis	Vvc	pouvoir
-je	Vvn	-je
mieux	Rg	mieux
,	Fw	,
en	S	en
employer	Vvn	employer
l'	Da	le
usage	Nc	usage
,	Fw	,
Et	Vvc	et
destiner	Vvn	destiner
mes	Ds	mon
soins	Nc	soin
,	Fw	,
qu'	Cs	que
au	S+Da	à+le
soutien	Nc	soutien
de	S	de
votre	Ds	votre
âge	Nc	âge
?	Fs	?
Occupez	Vvc	occuper
-les	Vvn	-les
,	Fw	,
Seigneur	Nc	seigneur
,	Fw	,
j'	Pp	je
en	Pp	en
serai	Vuc	être
glorieux	Ag	glorieux
,	Fw	,
Le	Vvc	le
faix	Nc	faix
de	S	de
vos	Ds	votre
travaux	Nc	travail|travaux
,	Fw	,
me	Pp	je
sera	Vuc	être
précieux	Ag	précieux
,	Fw	,
Mais	Vvc	mais
,	Fw	,
m'	Pp	je
en	Pp	en
donnant	Ga	donner
l'	Da	le
emploi	Nc	emploi
,	Fw	,
demeurez	Nc	demeuré
-en	Vvc	-en
l'	Da	le
arbitre	Nc	arbitre
,	Fw	,
Commettez	Vvc	commettre
le	Da	le
pouvoir	Nc	pouvoir
,	Fw	,
mais	Cc	mais
retenez	Vvc	retenir
le	Da	le
titre	Nc	titre
;	Fw	;
Ou	Vvc	ou
si	Cs	si
vous	Pp	vous
dépouillez	Vvc	dépouiller
,	Fw	,
le	Da	le
titre	Nc	titre
,	Fw	,
et	Cc	et
le	Da	le
pouvoir	Nc	pouvoir
,	Fw	,
Voyez	Vvc	voir
,	Fw	,
qui	Pr	qui
justement	Rg	justement
,	Fw	,
vous	Pp	vous
en	Pp	en
devez	Vvc	devoir
pourvoir	Vvn	pourvoir
.	Fs	.
Par	S	par
la	Da	le
loi	Nc	loi
de	S	de
l'	Da	le
État	Nc	état
,	Fw	,
le	Da	le
sceptre	Nc	sceptre
héréditaire	Ag	héréditaire
,	Fw	,
Doit	Vvc	devoir
tomber	Vvn	tomber
de	S	de
vos	Ds	votre
mains	Nc	main
,	Fw	,
en	S	en
celles	Pd	celui
de	S	de
mon	Ds	mon
frère	Nc	frère
;	Fw	;
Comblez-le	Vvc	comblez-le
des	Dn	un
bontés	Nc	bonté
,	Fw	,
que	Cs	que
vous	Pp	vous
avez	Vuc	avoir
pour	S	pour
moi	Pp	je
.	Fs	.
La	Da	le
loi	Nc	loi
,	Fw	,
qu'	Pr	que
impose	Vvc	imposer
un	Dn	un
père	Nc	père
,	Fw	,
est	Vuc	être
la	Da	le
première	Ag	premier
loi	Nc	loi
.	Fs	.
Vains	Ag	vain
sentiments	Nc	sentiment
de	S	de
mère	Nc	mère
,	Fw	,
importune	Ag	importun
tendresse	Nc	tendresse
!	Fs	!
On	Pp	on
reçoit	Vvc	recevoir
vos	Ds	votre
faveurs	Nc	faveur
,	Fw	,
avec	S	avec
tant	Rg	tant
de	S	de
faiblesse	Nc	faiblesse
!	Fs	!
J'	Pp	je
ai	Vuc	avoir
mis	Ge	mettre
au	S+Da	à+le
monde	Nc	monde
un	Dn	un
fruit	Nc	fruit
,	Fw	,
indigne	Vvc	indigner
de	S	de
mon	Ds	mon
rang	Nc	rang
!	Fs	!
Et	Cc	et
ne	Rp	ne
puis	Vvc	pouvoir
en	S	en
mon	Ds	mon
fils	Nc	fil|fils
,	Fw	,
reconnaître	Vvn	reconnaître
mon	Ds	mon
sang	Nc	sang
!	Fs	!
Nourri	Ge	nourrir
,	Fw	,
si	Cs	si
dignement	Rg	dignement
,	Fw	,
et	Cc	et
né	Ge	naître
pour	S	pour
la	Da	le
Province	Nc	province
,	Fw	,
Il	Vvc	il
n'	Rp	ne
a	Vuc	avoir
pu	Ge	pouvoir
contracter	Vvn	contracter
,	Fw	,
les	Da	le
sentiments	Nc	sentiment
d'	S	de
un	Dn	un
Prince	Nc	prince
;	Fw	;
Et	Vvc	et
l'	Da	le
offre	Nc	offre
qu'	Pr	que
on	Pp	on
lui	Pp	il
fait	Vvc	faire
,	Fw	,
d'	S	de
un	Dn	un
pouvoir	Nc	pouvoir
absolu	Ag	absolu
,	Fw	,
Peut	Vvc	pouvoir
trouver	Vvn	trouver
en	S	en
son	Ds	son
sein	Nc	sein
,	Fw	,
un	Dn	un
coeur	Nc	cœur
irrésolu	Ag	irrésolu
.	Fs	.
D'	S	de
un	Dn	un
sang	Nc	sang
assez	Rg	assez
ardent	Ag	ardent
,	Fw	,
n'	Rp	ne
animez	Vvc	animer
point	Rg	point
les	Da	le
flammes	Nc	flamme
,	Fw	,
J'	Vvc	j'
ai	Vuc	avoir
tous	Di	tout
les	Da	le
sentiments	Nc	sentiment
,	Fw	,
dignes	Ag	digne
des	S+Da	de+le|de+les
grandes	Ag	grand
âmes	Nc	âme
.	Fs	.
Et	Cc	et
mon	Ds	mon
ambition	Nc	ambition
,	Fw	,
me	Pp	je
sollicite	Vvc	solliciter
assez	Rg	assez
,	Fw	,
Du	Vvc	du
rang	Nc	rang
que	Pr	que
je	Pp	je
rejette	Vvc	rejeter
,	Fw	,
et	Cc	et
dont	Pr	dont
vous	Pp	vous
me	Pp	je
pressez	Vvc	presser
.	Fs	.
Un	Dn	un
trône	Nc	trône
attire	Vvc	attirer
trop	Rg	trop
,	Fw	,
on	Pp	on
y	Pp	y
monte	Vvc	monter
sans	S	sans
peine	Nc	peine
,	Fw	,
L'	Vvc	l'
importance	Nc	importance
,	Fw	,
est	Vuc	être
de	S	de
voir	Vvn	voir
,	Fw	,
quel	Dt	quel
chemin	Nc	chemin
nous	Pp	nous
y	Pp	y
mène	Vvc	mener
;	Fw	;
De	Vvc	de
ne	Rp	ne
s'	Pp	se
y	Pp	y
presser	Vvn	presser
pas	Rg	pas
,	Fw	,
pour	S	pour
bientôt	Rg	bientôt
en	S	en
sortir	Vvn	sortir
,	Fw	,
Et	Vvc	et
pour	S	pour
n'	Rp	ne
y	Pp	y
rencontrer	Vvn	rencontrer
,	Fw	,
qu'	Cs	que
un	Dn	un
fameux	Ag	fameux
repentir	Nc	repentir
.	Fs	.
Si	Cs	si
j'	Pp	je
en	Pp	en
osais	Vvc	oser
,	Fw	,
Seigneur	Nc	seigneur
,	Fw	,
proposer	Vvn	proposer
votre	Ds	votre
exemple	Nc	exemple
,	Fw	,
De	Vvc	de
cette	Dd	ce
vérité	Nc	vérité
,	Fw	,
sa	Ds	son
preuve	Nc	preuve
est	Vuc	être
assez	Rg	assez
ample	Ag	ample
;	Fw	;
Ce	Vvc	ce
bâton	Nc	bâton
,	Fw	,
sans	S	sans
un	Dn	un
sceptre	Nc	sceptre
,	Fw	,
honore	Vvc	honorer
assez	Rg	assez
mon	Ds	mon
bras	Nc	bras
,	Fw	,
Grand	Nc	grand
Roi	Vvc	roi
,	Fw	,
par	S	par
le	Da	le
démon	Nc	démon
,	Fw	,
qui	Pr	qui
préside	Vvc	présider
aux	S+Da	à+les
États	Nc	états
;	Fw	;
Par	Nc	par
ses	Ds	son
soins	Nc	soin
providents	Ag	providents
,	Fw	,
qui	Pr	qui
font	Vvc	faire
fleurir	Vvn	fleurir
le	Da	le
vôtre	As#Ps	vôtre
,	Fw	,
Par	Nc	par
le	Da	le
sang	Nc	sang
de	S	de
Cyrus	Nc	cyrus
,	Fw	,
noble	Ag	noble
source	Nc	source
du	S+Da	de+le
nôtre	As#Ps	nôtre
;	Fw	;
Par	Nc	par
l'	Da	le
ombre	Nc	ombre
d'	S	de
Hormisdas	Nc	hormisdas
,	Fw	,
par	S	par
ce	Dd	ce
bras	Nc	bras
indompté	Ag	indompté
,	Fw	,
D'	Ag	d'
Héraclius	Nc	héraclius
,	Fw	,
encor	Nc	encor
,	Fw	,
aujourd'hui	Rg	aujourd'hui
redouté	Ge	redouter
;	Fw	;
Et	Vvc	et
par	S	par
ce	Pd	ce
que	Pr	que
vaut	Vvc	valoir
même	Rg	même
,	Fw	,
et	Cc	et
ce	Pd	ce
qu'	Pr	que
a	Vuc	avoir
de	S	de
mérite	Nc	mérite
,	Fw	,
La	Vvc	la
Reine	Vvc	reine
,	Fw	,
dont	Pr	dont
l'	Da	le
amour	Nc	amour
,	Fw	,
pour	S	pour
moi	Pp	je
vous	Pp	vous
sollicite	Vvc	solliciter
,	Fw	,
De	Vvc	de
son	Ds	son
affection	Nc	affection
,	Fw	,
ne	Rp	ne
servez	Vvc	servir
point	Rg	point
les	Da	le
feux	Nc	feu|feux
,	Fw	,
Et	Vvc	et
sourd	Ag	sourd
en	S	en
ma	Ds	mon
faveur	Nc	faveur
,	Fw	,
une	Dn	un
fois	Nc	fois
à	S	à
ses	Ds	son
voeux	Nc	vœu
,	Fw	,
Souffrez	Vvc	souffrir
-moi	Vvc	-moi
de	S	de
l'	Da	le
Empire	Nc	empire
,	Fw	,
un	Dn	un
mépris	Nc	mépris
salutaire	Ag	salutaire
,	Fw	,
Et	Vvc	et
sauvez	Vvc	sauver
ma	Ds	mon
vertu	Nc	vertu
,	Fw	,
de	S	de
l'	Da	le
amour	Nc	amour
d'	S	de
une	Dn	un
mère	Nc	mère
,	Fw	,
Songez	Vvc	songer
,	Fw	,
de	S	de
quels	Dt	quel
périls	Nc	péril
,	Fw	,
vous	Pp	vous
me	Pp	je
faites	Vvc	faire
l'	Da	le
objet	Nc	objet
,	Fw	,
Si	Vvc	si
votre	Ds	votre
complaisance	Nc	complaisance
,	Fw	,
approuve	Vvc	approuver
son	Ds	son
projet	Nc	projet
;	Fw	;
Les	Vvc	les
Grecs	Nc	grec
,	Fw	,
et	Cc	et
les	Da	le
Romains	Nc	romain
,	Fw	,
aux	S+Da	à+les
pieds	Nc	pied
de	S	de
nos	Ds	notre
murailles	Nc	muraille
,	Fw	,
Consomment	Vvc	consommer
de	S	de
l'	Da	le
État	Nc	état
,	Fw	,
les	Da	le
dernières	Ag	dernier
entrailles	Nc	entrailles
;	Fw	;
Et	Vvc	et
poussant	Ga	pousser
jusqu'	S	jusque
au	S+Da	à+le
bout	Nc	bout
leur	Ds	leur
sort	Nc	sort
toujours	Rg	toujours
vainqueur	Nc	vainqueur
,	Fw	,
En	Vvc	en
ce	Dd	ce
dernier	Ag	dernier
asile	Nc	asile
,	Fw	,
en	Pp	en
attaquent	Vvc	attaquer
le	Da	le
coeur	Nc	cœur
;	Fw	;
Des	Vvc	des
Satrapes	Vvc	satrapes
,	Fw	,
mon	Ds	mon
frère	Nc	frère
,	Fw	,
a	Vuc	avoir
les	Da	le
intelligences	Nc	intelligence
,	Fw	,
Et	Vvc	et
cette	Dd	ce
occasion	Nc	occasion
,	Fw	,
qui	Pr	qui
s'	Pp	se
offre	Vvc	offrir
à	S	à
leurs	Ds	leur
vengeances	Nc	vengeance
,	Fw	,
Donne	Vvc	donner
un	Dn	un
pieux	Ag	pieux
prétexte	Nc	prétexte
à	S	à
leurs	Ds	leur
soulèvements	Nc	soulèvement
,	Fw	,
Et	Vvc	et
va	Vvc	aller
faire	Vvn	faire
éclater	Vvn	éclater
tous	Di	tout
leurs	Ds	leur
ressentiments	Nc	ressentiment
;	Fw	;
Un	Vvc	un
Palmyras	Vvc	palmyras
,	Fw	,
enflé	Ge	enfler
de	S	de
tant	Rg	tant
de	S	de
renommée	Nc	renommée
,	Fw	,
Démis	Vvc	démis
de	S	de
ses	Ds	son
emplois	Nc	emploi
,	Fw	,
et	Cc	et
chassé	Ge	chasser
de	S	de
l'	Da	le
armée	Nc	armée
;	Fw	;
Un	Vvc	un
Pharnace	Vvc	pharnace
,	Fw	,
un	Dn	un
Sain	Nc	sain
,	Fw	,
dont	Pr	dont
les	Da	le
Pères	Nc	pères
proscrits	Ge	proscrire
,	Fw	,
D'	Nc	d'
une	Dn	un
secrète	Ag	secret
haine	Nc	haine
animait	Vvc	animer
les	Da	le
esprits	Nc	esprit
;	Fw	;
Peuvent	Vvc	pouvoir
-ils	Vvc	-ils
négliger	Vvn	négliger
,	Fw	,
l'	Da	le
occasion	Nc	occasion
si	Rg	si
belle	Ag	beau
,	Fw	,
Quand	Nc	quand
elle	Pp	il
se	Pp	il
présente	Vvc	présenter
,	Fw	,
ou	Cc	ou
plutôt	Rg	plutôt
les	Pp	ils
appelle	Vvc	appeler
?	Fs	?
Si	Cs	si
l'	Da	le
ennemi	Nc	ennemi
,	Fw	,
le	Da	le
droit	Nc	droit
,	Fw	,
les	Da	le
Grands	Nc	grand
,	Fw	,
sont	Vuc	être
contre	S	contre
moi	Pp	je
,	Fw	,
Au	Vvc	au
parti	Nc	parti
malheureux	Ag	malheureux
,	Fw	,
qui	Pr	qui
gardera	Vvc	garder
la	Da	le
foi	Nc	foi
?	Fs	?
Par	S	par
qui	Pr	qui
,	Fw	,
l'	Da	le
autorité	Nc	autorité
,	Fw	,
que	Cs	que
vous	Pp	vous
aurez	Vuc	avoir
quittée	Ge	quitter
,	Fw	,
Sera-t-elle	Vvc	sera-t-elle
,	Fw	,
en	S	en
ce	Dd	ce
trouble	Nc	trouble
,	Fw	,
ou	Cc	ou
crainte	Nc	crainte
,	Fw	,
ou	Cc	ou
respectée	Ge	respecter
;	Fw	;
Si	Vvc	si
pour	S	pour
donner	Vvn	donner
des	Dn	un
lois	Nc	loi
,	Fw	,
il	Pp	il
les	Pp	ils
faut	Vvc	faillir|falloir
violer	Vvn	violer
?	Fs	?
En	S	en
m'	Pp	je
honorant	Ga	honorer
,	Fw	,
Seigneur	Nc	seigneur
,	Fw	,
craignez	Vvc	craindre
de	S	de
m'	Pp	je
immoler	Vvn	immoler
;	Fw	;
Qui	Vvc	qui
veut	Vvc	vouloir
faire	Vvn	faire
usurper	Vvn	usurper
,	Fw	,
un	Dn	un
droit	Nc	droit
illégitime	Ag	illégitime
,	Fw	,
Souvent	Vvc	souvent
,	Fw	,
au	S+Da	à+le
lieu	Nc	lieu
d'	S	de
un	Dn	un
Roi	Nc	roi
,	Fw	,
couronne	Nc	couronne
une	Dn	un
victime	Nc	victime
;	Fw	;
Et	Vvc	et
l'	Da	le
État	Nc	état
est	Vuc	être
le	Da	le
temple	Nc	temple
,	Fw	,
et	Cc	et
le	Da	le
trône	Nc	trône
l'	Da	le
autel	Nc	autel
,	Fw	,
Où	Vvc	où
cette	Dd	ce
malheureuse	Ag	malheureux
,	Fw	,
attend	Vvc	attendre
le	Da	le
coup	Nc	coup
mortel	Ag	mortel
.	Fs	.
Vous	Pp	vous
craignez	Vvc	craindre
de	S	de
régner	Vvn	régner
,	Fw	,
faute	Nc	faute
d'	S	de
expérience	Nc	expérience
;	Fw	;
Il	Vvc	il
y	Pp	y
faut	Vvc	faillir|falloir
de	S	de
l'	Da	le
ardeur	Nc	ardeur
,	Fw	,
et	Cc	et
de	S	de
la	Da	le
confiance	Nc	confiance
;	Fw	;
Un	Vvc	un
sceptre	Nc	sceptre
,	Fw	,
à	S	à
le	Pp	il
porter	Vvn	porter
,	Fw	,
perd	Vvc	perdre
beaucoup	Rg	beaucoup
de	S	de
son	Ds	son
poids	Nc	poids
;	Fw	;
Votre	Nc	votre
règne	Vvc	régner
établi	Ge	établir
,	Fw	,
justifiera	Vvc	justifier
vos	Ds	votre
droits	Nc	droit|droits
;	Fw	;
Des	Vvc	des
factieux	Ag	factieux
,	Fw	,
mon	Ds	mon
ordre	Nc	ordre
,	Fw	,
a	Vuc	avoir
prévenu	Ge	prévenir
les	Da	le
ligues	Nc	ligue
,	Fw	,
L'	Vvc	l'
arrêt	Nc	arrêt
de	S	de
Syroës	Nc	syroës
,	Fw	,
rompra	Vvc	rompre
toutes	Di	tout
ses	Ds	son
brigues	Nc	brigue
;	Fw	;
Si	Vvc	si
quelque	Di	quelque
bruit	Nc	bruit
s'	Pp	se
émeut	Vvc	émouvoir
,	Fw	,
mon	Ds	mon
soin	Nc	soin
y	Pp	y
pourvoira	Vvc	pourvoir
;	Fw	;
Contre	Vvc	contrer
tous	Di	tout
vos	Ds	votre
mutins	Nc	mutin
,	Fw	,
mon	Ds	mon
droit	Nc	droit
vous	Pp	vous
appuiera	Vvc	appuyer
;	Fw	;
Je	Vvc	je
puis	Vvc	pouvoir
,	Fw	,
sur	S	sur
qui	Pr	qui
me	Pp	je
plaît	Vvc	plaire
,	Fw	,
reposer	Vvn	reposer
ma	Ds	mon
couronne	Nc	couronne
;	Fw	;
Et	Vvc	et
pour	S	pour
toute	Di	tout
raison	Nc	raison
,	Fw	,
portez	Vvc	porter
-la	Vvc	-la
,	Fw	,
je	Pp	je
l'	Pp	il
ordonne	Vvc	ordonner
.	Fs	.
C'	Pd	ce
est	Vuc	être
un	Dn	un
de	S	de
vos	Ds	votre
présents	Nc	présent
,	Fw	,
je	Pp	je
ne	Rp	ne
puis	Vvc	pouvoir
le	Pp	il
haïr	Vvn	haïr
;	Fw	;
Vous	Nc	vous
voulez	Vvc	vouloir
que	Cs	que
je	Pp	je
règne	Vvc	régner
,	Fw	,
il	Pp	il
vous	Pp	vous
faut	Vvc	faillir|falloir
obéir	Vvn	obéir
.	Fs	.
Mais	Cc	mais
je	Pp	je
monte	Vvc	monter
à	S	à
regret	Nc	regret
,	Fw	,
assuré	Ge	assurer
de	S	de
ma	Ds	mon
chute	Nc	chute
,	Fw	,
Et	Vvc	et
plaise	Vvc	plaire
au	S+Da	à+le
Ciel	Nc	ciel
!	Fs	!
Qu'	Cs	que
au	S+Da	à+le
sort	Nc	sort
,	Fw	,
mes	Ds	mon
jours	Nc	jour
soient	Vuc	être
seuls	Ag	seul
en	S	en
butte	Nc	butte
!	Fs	!
Parlant	Ga	parler
à	S	à
Syra	Vvc	syra
.	Fs	.
Ha	Rg	ha
,	Fw	,
Madame	Nc	madame
!	Fs	!
Quel	Dt	quel
fruit	Nc	fruit
,	Fw	,
me	Pp	je
produit	Vvc	produire
votre	Ds	votre
amour	Nc	amour
.	Fs	.
Quel	Dt	quel
bruit	Nc	bruit
s'	Pp	se
émeut	Vvc	émouvoir
,	Fw	,
Seigneur	Nc	seigneur
,	Fw	,
et	Cc	et
s'	Pp	se
épand	Vvc	épandre
à	S	à
la	Da	le
Cour	Nc	cour
?	Fs	?
Quelle	Dt	quel
aveugle	Ag	aveugle
fureur	Nc	fureur
,	Fw	,
quelle	Dt	quel
invincible	Ag	invincible
haine	Nc	haine
,	Fw	,
Me	Vvc	me
fait	Ge	faire
toujours	Rg	toujours
l'	Da	le
objet	Nc	objet
des	S+Da	de+le|de+les
plaintes	Nc	plainte
de	S	de
la	Da	le
Reine	Nc	reine|roi
?	Fs	?
J'	Pp	je
éprouve	Vvc	éprouver
,	Fw	,
et	Cc	et
j'	Pp	je
apprends	Vvc	apprendre
trop	Rg	trop
,	Fw	,
combien	Rg	combien
vous	Pp	vous
l'	Pp	il
estimez	Vvc	estimer
,	Fw	,
Pour	Nc	pour
manquer	Vvn	manquer
de	S	de
respect	Nc	respect
,	Fw	,
à	S	à
ce	Pd	ce
que	Pr	que
vous	Pp	vous
aimez	Vvc	aimer
;	Fw	;
Si	Vvc	si
sa	Ds	son
mémoire	Nc	mémoire
,	Fw	,
en	Pp	en
veut	Vvc	vouloir
,	Fw	,
être	Vun	être
un	Dn	un
témoin	Nc	témoin
fidèle	Ag	fidèle
,	Fw	,
Elle	Vvc	elle
sait	Vvc	savoir
à	S	à
quel	Dt	quel
point	Nc	point
,	Fw	,
je	Pp	je
vous	Pp	vous
honore	Vvc	honorer
en	S	en
elle	Pp	il
;	Fw	;
Et	Vvc	et
j'	Pp	je
aurais	Vuc	avoir
mille	Nc	mille
fois	Nc	fois
,	Fw	,
dû	Ge	devoir
vaincre	Vvn	vaincre
ses	Ds	son
rigueurs	Nc	rigueur
,	Fw	,
Si	Vvc	si
les	Da	le
soumissions	Nc	soumission
,	Fw	,
s'	Pp	se
acquéraient	Vvc	acquérir
tous	Di	tout
les	Da	le
coeurs	Nc	cœur
.	Fs	.
S'	Cs	si
il	Pp	il
n'	Rp	ne
était	Vuc	être
messéant	Ga	messeoir
,	Fw	,
de	S	de
vanter	Vvn	vanter
mes	Ds	mon
services	Nc	service
,	Fw	,
Je	Vvc	je
lui	Pp	il
pourrais	Vvc	pouvoir
citer	Vvn	citer
,	Fw	,
entre	S	entre
autres	Pi	autre
bons	Ag	bon
offices	Nc	office|offices
,	Fw	,
Le	Vvc	le
sang	Nc	sang
que	Pr	que
me	Pp	je
coûta	Vvc	coûter
,	Fw	,
le	Da	le
salut	Nc	salut
de	S	de
son	Ds	son
fils	Nc	fil|fils
,	Fw	,
Naguère	Vvc	naguère
,	Fw	,
enveloppé	Ge	envelopper
,	Fw	,
dans	S	dans
les	Da	le
rangs	Nc	rang
ennemis	Nc	ennemi
;	Fw	;
Prince	Vvc	prince
,	Fw	,
il	Pp	il
vous	Pp	vous
en	Pp	en
souvient	Vvc	souvenir
;	Fw	;
vous	Pp	vous
le	Pp	il
savez	Vvc	savoir
,	Fw	,
Madame	Nc	madame
!	Fs	!
Le	Da	le
souvenir	Nc	souvenir
m'	Pp	je
en	Pp	en
reste	Vvc	rester
,	Fw	,
au	S+Da	à+le
plus	Rg	plus
profond	Ag	profond
de	S	de
l'	Da	le
âme	Nc	âme
.	Fs	.
Ce	Dd	ce
reproche	Nc	reproche
est	Vuc	être
fréquent	Ag	fréquent
,	Fw	,
et	Cc	et
nous	Pp	nous
l'	Pp	il
apprend	Vvc	apprendre
assez	Rg	assez
;	Fw	;
Mais	Vvc	mais
,	Fw	,
je	Pp	je
puis	Vvc	pouvoir
l'	Pp	il
ignorer	Vvn	ignorer
,	Fw	,
quand	Cs	quand
vous	Pp	vous
me	Pp	je
menacez	Vvc	menacer
,	Fw	,
Et	Vvc	et
douter	Vvn	douter
que	Cs	que
pour	S	pour
lui	Pp	il
,	Fw	,
vous	Pp	vous
l'	Pp	il
ayez	Vuc	avoir
dû	Ge	devoir
répandre	Vvn	répandre
,	Fw	,
Alors	Nc	alors
que	Cs	que
dans	S	dans
mon	Ds	mon
sein	Nc	sein
,	Fw	,
vous	Pp	vous
le	Pp	il
vouliez	Vvc	vouloir
reprendre	Vvn	reprendre
.	Fs	.
L'	Da	le
exploit	Nc	exploit
serait	Vuc	être
illustre	Ag	illustre
,	Fw	,
et	Cc	et
bien	Rg	bien
digne	Ag	digne
de	S	de
moi	Pp	je
;	Fw	;
Et	Vvc	et
vous	Pp	vous
me	Pp	je
mettriez	Vvc	mettre
bien	Rg	bien
,	Fw	,
dans	S	dans
l'	Da	le
estime	Nc	estime
du	S+Da	de+le
Roi	Nc	roi
,	Fw	,
Si	Vvc	si
ce	Dd	ce
lâche	Ag	lâche
rapport	Nc	rapport
,	Fw	,
obtenait	Vvc	obtenir
sa	Ds	son
créance	Nc	créance
;	Fw	;
Mais	Vvc	mais
en	S	en
son	Ds	son
sentiment	Nc	sentiment
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
plus	Rg	plus
de	S	de
confiance	Nc	confiance
.	Fs	.
Le	Da	le
coup	Nc	coup
,	Fw	,
dont	Pr	dont
Mardesane	Vvc	mardesane
,	Fw	,
a	Vuc	avoir
diverti	Ge	divertir
l'	Da	le
effort	Nc	effort
,	Fw	,
Partait	Vvc	partir
d'	S	de
une	Dn	un
âme	Nc	âme
lâche	Ag	lâche
,	Fw	,
et	Cc	et
non	Rg	non
pas	Rg	pas
ce	Dd	ce
rapport	Nc	rapport
.	Fs	.
Contre	S	contre
cette	Dd	ce
imposture	Nc	imposture
,	Fw	,
ô	I	oh
Ciel	Ag	ciel
,	Fw	,
prends	Vvc	prendre
ma	Ds	mon
défense	Nc	défense
.	Fs	.
Vous	Pp	vous
voyez	Vvc	voir
;	Fw	;
s'	Pp	se
il	Pp	il
profère	Vvc	proférer
un	Dn	un
mot	Nc	mot
,	Fw	,
qui	Pr	qui
ne	Rp	ne
m'	Pp	je
offense	Vvc	offenser
.	Fs	.
Votre	Ds	votre
fils	Nc	fil|fils
,	Fw	,
qui	Pr	qui
s'	Pp	se
en	Pp	en
tait	Vvc	taire
,	Fw	,
sert	Vvc	servir
mal	Rg	mal
votre	Ds	votre
désir	Nc	désir
;	Fw	;
Et	Vvc	et
...	Fs	...
Nous	Vvc	nous
apprendrons	Vvc	apprendre
tout	Pi	tout
,	Fw	,
avec	S	avec
plus	Rg	plus
de	S	de
loisir	Nc	loisir
;	Fw	;
Sardarigue	Vvc	sardarigue
entre	S	entre
avec	S	avec
des	Dn	un
Gardes	Nc	garde|gardes
.	Fs	.
Je	Pp	je
fais	Vvc	faire
un	Dn	un
tour	Nc	tour
au	S+Da	à+le
Camp	Nc	camp
,	Fw	,
pour	S	pour
un	Dn	un
soin	Nc	soin
qui	Pr	qui
m'	Pp	je
importe	Vvc	importer
;	Fw	;
Cependant	Ga	cependant
,	Fw	,
recevez	Vvc	recevoir
,	Fw	,
l'	Da	le
ordre	Nc	ordre
,	Fw	,
qu'	Cs	que
on	Pp	on
vous	Pp	vous
apporte	Vvc	apporter
,	Fw	,
Prince	Vvc	prince
,	Fw	,
c'	Pd	ce
est	Vuc	être
de	S	de
ma	Ds	mon
part	Nc	part
.	Fs	.
La	Da	le
Reine	Nc	reine|roi
sortant	Ga	sortir
,	Fw	,
regarde	Vvc	regarder
Syroës	Vvc	syroës
avec	S	avec
orgueil	Nc	orgueil
.	Fs	.
Périlleuse	Ag	périlleuse
vertu	Nc	vertu
!	Fs	!
Fatale	Ag	fatal
obéissance	Nc	obéissance
!	Fs	!
à	S	à
quoi	Pr	quoi
me	Pp	je
résous	Vvc	résoudre
-tu	Vvn	-tu
?	Fs	?
