Quoi	Pt	quoi
Tècle	Vvc	tècle
de	S	de
son	Ds	son
amant	Nc	amant
,	Fw	,
et	Cc	et
toutes	Pi	tout
du	S+Da	de+le
trépas	Nc	trépas
;	Fw	;
Elle	Vvc	elle
rentre	Nc	rentré
.	Fs	.
Et	Cc	et
je	Pp	je
répugnerais	Vvc	répugner
à	S	à
marcher	Vvn	marcher
sur	S	sur
leurs	Ds	leur
pas	Nc	pas
!	Fs	!
Seigneur	Nc	seigneur
,	Fw	,
le	Da	le
bruit	Nc	bruit
confus	Ag	confus
d'	S	de
une	Dn	un
foule	Nc	foule
importune	Ag	importun
,	Fw	,
De	Vvc	de
gens	Nc	gens|gent
qu'	Cs	que
à	S	à
votre	Ds	votre
suite	Nc	suite
attache	Vvc	attacher
la	Da	le
fortune	Nc	fortune
,	Fw	,
Par	Nc	par
le	Da	le
trouble	Nc	trouble
où	Pr	où
nous	Pp	nous
met	Vvc	mettre
cette	Dd	ce
incommodité	Nc	incommodité
,	Fw	,
Altère	Vvc	altère
les	Da	le
plaisirs	Nc	plaisir
de	S	de
votre	Ds	votre
majesté	Nc	majesté
,	Fw	,
Et	Vvc	et
nos	Ds	notre
acteurs	Nc	acteur
confus	Ag	confus
de	S	de
ce	Dd	ce
désordre	Nc	désordre
extrême	Ag	extrême
...	Fs	...
Il	Vvc	il
y	Pp	y
faut	Vvc	faillir|falloir
donner	Vvn	donner
ordre	Nc	ordre
,	Fw	,
et	Cc	et
l'	Pp	il
y	Pp	y
porter	Vvn	porter
nous	Pp	nous
-même	Vvc	-même
.	Fs	.
De	S	de
vos	Ds	votre
dames	Nc	dame
,	Fw	,
la	Da	le
jeune	Ag	jeune
et	Cc	et
courtoise	Ag	courtois
beauté	Nc	beauté
,	Fw	,
Vous	Nc	vous
attire	Vvc	attirer
toujours	Rg	toujours
cette	Dd	ce
importunité	Nc	importunité
.	Fs	.
Votre	Ds	votre
ordre	Nc	ordre
a	Vuc	avoir
mis	Ge	mettre
le	Da	le
calme	Nc	calme
,	Fw	,
et	Cc	et
dedans	Rg	dedans
le	Da	le
silence	Nc	silence
De	Vvc	de
ces	Dd	ce
irrévérents	Nc	irrévérents
,	Fw	,
contiendra	Vvc	contenir
l'	Da	le
insolence	Nc	insolence
.	Fs	.
Écoutons	Nc	écoutons
;	Fw	;
car	Cc	car
Genest	Nc	genêt
dedans	Rg	dedans
cette	Dd	ce
action	Nc	action
,	Fw	,
Passe	Vvc	passer
aux	S+Da	à+les
derniers	Ag	dernier
efforts	Nc	effort
de	S	de
sa	Ds	son
profession	Nc	profession
.	Fs	.
Si	Cs	si
le	Da	le
ciel	Nc	ciel
,	Fw	,
Adrian	Vvc	adrian
,	Fw	,
ne	Rp	ne
t'	Pp	tu
est	Vuc	être
bientôt	Rg	bientôt
propice	Ag	propice
,	Fw	,
D'	Nc	d'
un	Dn	un
infaillible	Ag	infaillible
pas	Rg	pas
tu	Pp	tu
cours	Vvc	courir
au	S+Da	à+le
précipice	Nc	précipice
;	Fw	;
J'	Vvc	j'
avais	Vuc	avoir
vu	Ge	voir
,	Fw	,
par	S	par
l'	Da	le
espoir	Nc	espoir
d'	S	de
un	Dn	un
proche	Ag	proche
repentir	Nc	repentir
,	Fw	,
De	Vvc	de
César	Nc	césar
irrité	Ge	irriter
,	Fw	,
le	Da	le
courroux	Nc	courroux
s'	Pp	se
alentir	Vvn	alentir
;	Fw	;
Mais	Vvc	mais
quand	Cs	quand
il	Pp	il
a	Vuc	avoir
connu	Ge	connaître
nos	Ds	notre
prières	Nc	prière
,	Fw	,
nos	Ds	notre
peines	Nc	peine
,	Fw	,
Les	Vvc	les
larmes	Nc	larme
de	S	de
ta	Ds	ton
femme	Nc	femme
,	Fw	,
et	Cc	et
son	Ds	son
attente	Nc	attente
vaines	Ag	vain
;	Fw	;
(	Fw	(
L'	Vvc	l'
oeil	Nc	œil
ardent	Ag	ardent
de	S	de
colère	Nc	colère
,	Fw	,
et	Cc	et
le	Da	le
teint	Nc	teint
palissant	Ga	palisser|pâlir
,	Fw	,
)	Fw	)
Amenez	Vvc	amener
(	Fw	(
a-t-il	V	avoir
dit	Vvc	dire
d'	S	de
un	Dn	un
redoutable	Ag	redoutable
accent	Nc	accent
)	Fw	)
Amenez	Vvc	amener
ce	Dd	ce
perfide	Ag	perfide
,	Fw	,
en	S	en
qui	Pr	qui
mes	Ds	mon
bons	Ag	bon
offices	Nc	office|offices
,	Fw	,
Rencontrent	Vvc	rencontrer
aujourd'hui	Rg	aujourd'hui
le	Da	le
plus	Rg	plus
lâche	Ag	lâche
des	S+Da	de+le|de+les
vices	Nc	vice
;	Fw	;
Et	Vvc	et
que	Cs	que
l'	Da	le
ingrat	Ag	ingrat
apprenne	Vvc	apprendre
à	S	à
quelle	Dt	quel
extrémité	Nc	extrémité
Peut	Vvc	pouvoir
aller	Vvn	aller
la	Da	le
fureur	Nc	fureur
d'	S	de
un	Dn	un
monarque	Nc	monarque
irrité	Ge	irriter
.	Fs	.
Passant	Ga	passer
de	S	de
ce	Dd	ce
discours	Nc	discours
,	Fw	,
s'	Pp	se
il	Pp	il
faut	Vvc	faillir|falloir
dire	Vvn	dire
à	S	à
la	Da	le
rage	Nc	rage
,	Fw	,
Il	Vvc	il
invente	Ge	inventer
,	Fw	,
il	Pp	il
ordonne	Vvc	ordonner
,	Fw	,
il	Pp	il
met	Vvc	mettre
tout	Rg	tout
en	S	en
usage	Nc	usage
;	Fw	;
Et	Vvc	et
si	Cs	si
le	Pp	il
repentir	Vvn	repentir
de	S	de
ton	Ds	ton
aveugle	Ag	aveugle
erreur	Nc	erreur
N'	Vvc	n'
en	S	en
détourne	Nc	détourné
l'	Da	le
effet	Nc	effet
,	Fw	,
et	Cc	et
n'	Rp	ne
éteint	Vvc	éteindre
sa	Ds	son
fureur	Nc	fureur
.	Fs	.
Que	Cs	que
tout	Di	tout
l'	Da	le
effort	Nc	effort
,	Fw	,
tout	Di	tout
l'	Da	le
art	Nc	art
,	Fw	,
toute	Di	tout
l'	Da	le
adresse	Nc	adresse
humaine	Ag	humain
,	Fw	,
S'	Vvc	s'
unisse	Vvc	unir
pour	S	pour
ma	Ds	mon
perte	Nc	perte
,	Fw	,
et	Cc	et
conspire	Vvc	conspirer
à	S	à
ma	Ds	mon
peine	Nc	peine
;	Fw	;
Celui	Pd	celui
qui	Pr	qui
d'	S	de
un	Dn	un
seul	Ag	seul
mot	Nc	mot
créa	Vvc	créer
chaque	Di	chaque
élément	Nc	élément
,	Fw	,
Leur	Vvc	leur
donnant	Ga	donner
l'	Da	le
action	Nc	action
,	Fw	,
le	Da	le
poids	Nc	poids
,	Fw	,
le	Da	le
mouvement	Nc	mouvement
,	Fw	,
Et	Vvc	et
prêtant	Ga	prêter
son	Ds	son
concours	Nc	concours
à	S	à
ce	Dd	ce
fameux	Ag	fameux
ouvrage	Nc	ouvrage
,	Fw	,
Se	Vvc	se
retint	Vvc	retenir
le	Da	le
pouvoir	Nc	pouvoir
d'	S	de
en	Pp	en
suspendre	Vvn	suspendre
l'	Da	le
usage	Nc	usage
;	Fw	;
Le	Vvc	le
feu	Nc	feu
ne	Rp	ne
peut	Vvc	pouvoir
brûler	Vvn	brûler
,	Fw	,
l'	Da	le
air	Nc	air
ne	Rp	ne
saurait	Vvc	savoir
mouvoir	Vvn	mouvoir
,	Fw	,
Ni	Vvc	ni
l'	Da	le
eau	Nc	eau
ne	Rp	ne
peut	Vvc	pouvoir
couler	Vvn	couler
,	Fw	,
qu'	Cs	que
au	S+Da	à+le
gré	Nc	gré
de	S	de
son	Ds	son
pouvoir	Nc	pouvoir
;	Fw	;
Le	Vvc	le
fer	Nc	fer
,	Fw	,
solide	Ag	solide
sang	Nc	sang
des	S+Da	de+le|de+les
veines	Nc	veine
de	S	de
la	Da	le
terre	Nc	terre
,	Fw	,
Et	Vvc	et
fatal	Ag	fatal
instrument	Nc	instrument
des	S+Da	de+le|de+les
fureurs	Nc	fureur
de	S	de
la	Da	le
guerre	Nc	guerre
,	Fw	,
S'	Vvc	s'
émousse	Vvc	émousser
,	Fw	,
s'	Cs	si
il	Pp	il
l'	Pp	il
ordonne	Vvc	ordonner
,	Fw	,
et	Cc	et
ne	Rp	ne
peut	Vvc	pouvoir
pénétrer	Vvn	pénétrer
,	Fw	,
Où	Vvc	où
son	Ds	son
pouvoir	Nc	pouvoir
s'	Pp	se
oppose	Vvc	opposer
,	Fw	,
et	Cc	et
lui	Pp	il
défend	Vvc	défendre
d'	S	de
entrer	Vvn	entrer
:	Fw	:
Si	Cs	si
César	Nc	césar
m'	Pp	je
est	Vuc	être
cruel	Ag	cruel
,	Fw	,
il	Pp	il
me	Pp	je
sera	Vuc	être
prospère	Ag	prospère
,	Fw	,
C'	Vvc	c'
est	Vuc	être
lui	Pp	il
que	Pr	que
je	Pp	je
soutiens	Vvc	soutenir
,	Fw	,
c'	Pd	ce
est	Vuc	être
en	S	en
lui	Pp	il
que	Cs	que
j'	Pp	je
espère	Vvc	espérer
;	Fw	;
Par	Nc	par
son	Ds	son
soin	Nc	soin
tous	Di	tout
les	Da	le
jours	Nc	jour
,	Fw	,
la	Da	le
rage	Nc	rage
des	S+Da	de+le|de+les
tyrans	Nc	tyran
,	Fw	,
Croit	Vvc	croire|croître
faire	Vvn	faire
des	Dn	un
vaincus	Nc	vaincu
,	Fw	,
et	Cc	et
fait	Ge	faire
des	S+Da	de+le|de+les
conquérants	Nc	conquérant
.	Fs	.
Souvent	Rg	souvent
en	S	en
ces	Dd	ce
ardeurs	Nc	ardeur
la	Da	le
mort	Nc	mort
qu'	Pr	que
on	Pp	on
se	Pp	il
propose	Vvc	proposer
,	Fw	,
Ne	Vvc	ne
semble	Vvc	sembler
qu'	Cs	que
un	Dn	un
ébat	Nc	ébat
,	Fw	,
qu'	Cs	que
un	Dn	un
souffle	Nc	souffle|soufflé
,	Fw	,
qu'	Cs	que
une	Dn	un
rose	Nc	rose|rosé
,	Fw	,
Mais	Vvc	mais
quand	Cs	quand
ce	Dd	ce
spectre	Nc	spectre
affreux	Ag	affreux
sous	S	sous
un	Dn	un
front	Nc	front
inhumain	Ag	inhumain
,	Fw	,
Les	Vvc	les
tenailles	Nc	tenaille
,	Fw	,
les	Da	le
feux	Nc	feu|feux
,	Fw	,
les	Da	le
haches	Nc	hache
à	S	à
la	Da	le
main	Nc	main
,	Fw	,
Commence	Nc	commence
à	S	à
nous	Pp	nous
paraître	Vvn	paraître
,	Fw	,
et	Cc	et
faire	Vvn	faire
ses	Ds	son
approches	Nc	approche
;	Fw	;
Pour	Nc	pour
ne	Rp	ne
s'	Pp	se
effrayer	Vvn	effrayer
pas	Rg	pas
,	Fw	,
il	Pp	il
faut	Vvc	faillir|falloir
être	Vun	être
des	Dn	un
roches	Nc	roche
;	Fw	;
Et	Vvc	et
notre	Ds	notre
repentir	Nc	repentir
,	Fw	,
en	S	en
cette	Dd	ce
occasion	Nc	occasion
,	Fw	,
S'	Vvc	s'
il	Pp	il
n'	Rp	ne
est	Vuc	être
vain	Ag	vain
,	Fw	,
pour	S	pour
le	Da	le
moins	Nc	moins
tourne	Vvc	tourner
à	S	à
confusion	Nc	confusion
.	Fs	.
J'	Pp	je
ai	Vuc	avoir
contre	S	contre
les	Da	le
chrétiens	Nc	chrétien
servi	Ge	servir
longtemps	Rg	longtemps
vos	Ds	votre
haines	Nc	haine
,	Fw	,
Et	Vvc	et
j'	Pp	je
appris	Vvc	apprendre
leur	Ds	leur
constance	Nc	constance
,	Fw	,
en	S	en
ordonnant	Ga	ordonner
leurs	Ds	leur
peines	Nc	peine
,	Fw	,
Mais	Vvc	mais
avant	S	avant
que	Cs	que
César	Nc	césar
ait	Vuc	avoir
prononcé	Ge	prononcer
l'	Da	le
arrêt	Nc	arrêt
,	Fw	,
Dont	Vvc	dont
l'	Da	le
exécution	Nc	exécution
me	Pp	je
trouvera	Vvc	trouver
tout	Di	tout
prêt	Ag	prêt
,	Fw	,
Souffrez	Vvc	souffrir
que	Cs	que
d'	S	de
un	Dn	un
adieu	Nc	adieu
j'	Pp	je
acquitte	Vvc	acquitter
ma	Ds	mon
promesse	Nc	promesse
,	Fw	,
À	Nc	à
la	Da	le
chère	Ag	cher
moitié	Nc	moitié
que	Pr	que
Dieu	Nc	dieu
veut	Vvc	vouloir
que	Cs	que
je	Pp	je
laisse	Vvc	laisser
;	Fw	;
Et	Vvc	et
que	Cs	que
pour	S	pour
dernier	Ag	dernier
fruit	Nc	fruit
de	S	de
notre	Ds	notre
chaste	Ag	chaste
amour	Nc	amour
,	Fw	,
Je	Vvc	je
prenne	Vvc	prendre
congé	Nc	congé
d'	S	de
elle	Pp	il
,	Fw	,
en	S	en
le	Pp	il
prenant	Ga	prendre
du	S+Da	de+le
jour	Nc	jour
.	Fs	.
Allons	Vvc	aller
,	Fw	,
la	Da	le
piété	Nc	piété
m'	Pp	je
oblige	Vvc	obliger
à	S	à
te	Pp	tu
complaire	Vvn	complaire
;	Fw	;
Mais	Vvc	mais
ce	Dd	ce
retardement	Nc	retardement
aigrira	Vvc	aigrir
sa	Ds	son
colère	Nc	colère
.	Fs	.
Le	Da	le
temps	Nc	temps
en	Pp	en
sera	Vuc	être
court	Ag	court
,	Fw	,
devancez	Vvc	devancer
-moi	Vvc	-moi
d'	S	de
un	Dn	un
pas	Nc	pas
.	Fs	.
Marchons	Vvc	marcher
,	Fw	,
le	Da	le
zèle	Nc	zèle
ardent	Ag	ardent
qui	Pr	qui
te	Pp	tu
porte	Vvc	porter
au	S+Da	à+le
trépas	Nc	trépas
,	Fw	,
Nous	Vvc	nous
est	Vuc	être
de	S	de
sa	Ds	son
personne	Nc	personne
une	Dn	un
assez	Rg	assez
sûre	Ag	sûr
garde	Nc	garde
.	Fs	.
Qui	Pt	qui
croit	Vvc	croire|croître
un	Dn	un
prisonnier	Nc	prisonnier
,	Fw	,
toutefois	Rg	toutefois
le	Pp	il
hasarde	Vvc	hasarder
.	Fs	.
Mon	Ds	mon
ardeur	Nc	ardeur
et	Cc	et
ma	Ds	mon
foi	Nc	foi
me	Pp	je
gardent	Vvc	garder
sûrement	Rg	sûrement
;	Fw	;
N'	Vvc	n'
avancez	Vvc	avancer
rien	Pi	rien
qu'	Cs	que
un	Dn	un
pas	Rg	pas
,	Fw	,
je	Pp	je
ne	Rp	ne
veux	Vvc	vouloir
qu'	Rg	que
un	Dn	un
moment	Nc	moment
.	Fs	.
Ils	Pp	ils
s'	Pp	se
en	Pp	en
vont	Vvc	aller
.	Fs	.
Ma	Ds	mon
chère	Ag	cher
Natalie	Nc	natalie
,	Fw	,
avec	S	avec
quelle	Dt	quel
allégresse	Nc	allégresse
Verras	Vvc	voir
-tu	Vvn	-tu
ma	Ds	mon
visite	Nc	visite
acquitter	Vvn	acquitter
ma	Ds	mon
promesse	Nc	promesse
!	Fs	!
Combien	Rg	combien
de	S	de
saints	Ag	saint
baisers	Nc	baiser
!	Fs	!
Combien	Rg	combien
d'	S	de
embrassements	Nc	embrassement
,	Fw	,
Produiront	Vvc	produire
de	S	de
ton	Ds	ton
coeur	Nc	cœur
les	Da	le
secrets	Ag	secret
mouvements	Nc	mouvement
!	Fs	!
Prends	Vvc	prendre
ma	Ds	mon
sensible	Ag	sensible
ardeur	Nc	ardeur
,	Fw	,
prends	Vvc	prendre
conseil	Nc	conseil
de	S	de
ma	Ds	mon
flamme	Nc	flamme
,	Fw	,
Marchons	Vvc	marcher
assurément	Rg	assurément
sur	S	sur
les	Da	le
pas	Rg	pas
d'	S	de
une	Dn	un
femme	Nc	femme
;	Fw	;
Ce	Vvc	ce
sexe	Nc	sexe
qui	Pr	qui
ferma	Vvc	fermer
,	Fw	,
rouvrit	Vvc	rouvrir
depuis	S	depuis
les	Da	le
Cieux	Nc	ciel|cieux
;	Fw	;
Les	Vvc	les
fruits	Nc	fruit
de	S	de
la	Da	le
vertu	Nc	vertu
sont	Vuc	être
partout	Rg	partout
précieux	Ag	précieux
;	Fw	;
Je	Vvc	je
ne	Rp	ne
puis	Vvc	pouvoir
souhaiter	Vvn	souhaiter
de	S	de
guide	Nc	guide
plus	Rg	plus
fidèle	Ag	fidèle
;	Fw	;
J'	Vvc	j'
approche	Nc	approche
de	S	de
la	Da	le
porte	Nc	porte
;	Fw	;
et	Cc	et
l'	Pp	il
on	Pp	on
ouvre	Vvc	ouvrer|ouvrir
,	Fw	,
c'	Pd	ce
est	Vuc	être
elle	Pp	il
.	Fs	.
Enfin	Rg	enfin
chère	Ag	cher
moitié	Nc	moitié
...	Fs	...
Comment	Vvc	comment
,	Fw	,
seul	Ag	seul
,	Fw	,
et	Cc	et
sans	S	sans
fers	Nc	fer|fers
?	Fs	?
Est	Vuc	être
-ce	Vvc	-ce
là	Rg	là
ce	Dd	ce
martyr	Nc	martyr
,	Fw	,
ce	Dd	ce
vainqueur	Nc	vainqueur
des	S+Da	de+le|de+les
Enfers	Nc	enfer
?	Fs	?
Dont	Pr	dont
l'	Da	le
illustre	Ag	illustre
courage	Nc	courage
,	Fw	,
et	Cc	et
la	Da	le
force	Nc	force|forcé
infinie	Ag	infini
,	Fw	,
De	Vvc	de
ses	Ds	son
persécuteurs	Nc	persécuteur
,	Fw	,
bravaient	Vvc	braver
la	Da	le
tyrannie	Nc	tyrannie
?	Fs	?
Ce	Dd	ce
soupçon	Nc	soupçon
,	Fw	,
ma	Ds	mon
chère	Ag	cher
âme	Nc	âme
!	Fs	!
Après	Vvc	après
ta	Ds	ton
lâcheté	Nc	lâcheté
,	Fw	,
Va	Vvc	aller
,	Fw	,
ne	Rp	ne
me	Pp	je
tiens	Vvc	tenir
plus	Rg	plus
,	Fw	,
traître	Ag	traître
,	Fw	,
en	S	en
cette	Dd	ce
qualité	Nc	qualité
;	Fw	;
Du	Vvc	du
Dieu	Nc	dieu
que	Pr	que
tu	Pp	tu
trahis	Vvc	trahir
,	Fw	,
je	Pp	je
partage	Vvc	partager
l'	Da	le
injure	Nc	injure
;	Fw	;
Moi	Vvc	moi
l'	Da	le
âme	Nc	âme
d'	S	de
un	Dn	un
païen	Nc	païen
!	Fs	!
Moi	Pp	je
l'	Da	le
âme	Nc	âme
d'	S	de
un	Dn	un
parjure	Nc	parjure
!	Fs	!
Moi	Pp	je
l'	Da	le
âme	Nc	âme
d'	S	de
un	Dn	un
chrétien	Nc	chrétien
qui	Pr	qui
renonce	Vvc	renoncer
à	S	à
sa	Ds	son
Loi	Nc	loi
!	Fs	!
D'	S	de
un	Dn	un
homme	Nc	homme
enfin	Rg	enfin
sans	S	sans
coeur	Nc	cœur
,	Fw	,
et	Cc	et
sans	S	sans
âme	Nc	âme
,	Fw	,
et	Cc	et
sans	S	sans
foi	Nc	foi
!	Fs	!
Daigne	Vvc	daigner
m'	Pp	je
entendre	Vvn	entendre
un	Dn	un
mot	Nc	mot
!	Fs	!
Je	Pp	je
n'	Rp	ne
entends	Vvc	entendre
plus	Rg	plus
un	Dn	un
lâche	Nc	lâche|lâché
,	Fw	,
Qui	Vvc	qui
dès	S	dès
le	Da	le
premier	Nc	premier
pas	Rg	pas
chancelle	Ge	chanceler
,	Fw	,
et	Cc	et
se	Pp	il
relâche	Vvc	relâcher
;	Fw	;
Dont	Vvc	dont
la	Da	le
seule	Ag	seul
menace	Nc	menace
ébranle	Vvc	ébranler
la	Da	le
vertu	Nc	vertu
,	Fw	,
Qui	Vvc	qui
met	Vvc	mettre
les	Da	le
armes	Nc	arme|armé
bas	Ag	bas
,	Fw	,
sans	S	sans
avoir	Vun	avoir
combattu	Ge	combattre
;	Fw	;
Et	Vvc	et
qui	Pr	qui
s'	Pp	se
étant	Ga	être
fait	Ge	faire
croire	Vvn	croire
une	Dn	un
invincible	Ag	invincible
roche	Nc	roche
,	Fw	,
Au	Vvc	au
seul	Ag	seul
bruit	Nc	bruit
de	S	de
l'	Da	le
assaut	Nc	assaut
,	Fw	,
se	Pp	il
rend	Vvc	rendre
avant	S	avant
l'	Da	le
approche	Nc	approche
;	Fw	;
Va	Vvc	aller
,	Fw	,
perfide	Ag	perfide
,	Fw	,
aux	S+Da	à+les
tyrans	Nc	tyran
,	Fw	,
à	S	à
qui	Pr	qui
tu	Pp	tu
t'	Pp	tu
es	Vuc	être
rendu	Ge	rendre
,	Fw	,
Demander	Vvc	demander
lâchement	Rg	lâchement
le	Da	le
prix	Nc	prix
qui	Pr	qui
t'	Pp	tu
en	Pp	en
est	Vuc	être
dû	Ge	devoir
;	Fw	;
Que	Vvc	que
l'	Da	le
épargne	Nc	épargne
romaine	Ag	romain
,	Fw	,
en	S	en
tes	Ds	ton
mains	Nc	main
se	Pp	il
desserre	Vvc	desserrer
;	Fw	;
Exclus	Vvc	exclure
des	Dn	un
biens	Nc	bien
du	S+Da	de+le
ciel	Nc	ciel
,	Fw	,
songe	Vvc	songer
à	S	à
ceux	Pd	celui
de	S	de
la	Da	le
terre	Nc	terre
;	Fw	;
Mais	Vvc	mais
parmi	S	parmi
ses	Ds	son
honneurs	Nc	honneur
,	Fw	,
et	Cc	et
ses	Ds	son
rangs	Nc	rang
superflus	Ag	superflu
,	Fw	,
Compte	Vvc	compter
-moi	Vvc	-moi
pour	S	pour
un	Dn	un
bien	Nc	bien
,	Fw	,
qui	Pr	qui
ne	Rp	ne
t'	Pp	tu
appartient	Vvc	appartenir
plus	Rg	plus
.	Fs	.
Je	Pp	je
ne	Rp	ne
te	Pp	tu
veux	Vvc	vouloir
qu'	Cs	que
un	Dn	un
mot	Nc	mot
;	Fw	;
accorde	Vvc	accorder
ma	Ds	mon
prière	Nc	prière
.	Fs	.
Ha	Rg	ha
!	Fs	!
Que	Cs	que
de	S	de
ta	Ds	ton
prison	Nc	prison
n'	Rp	ne
ai	Vuc	avoir
-je	Nc	-je
été	Ge	être
ta	Ds	ton
Geôlière	Nc	geôlière
!	Fs	!
J'	Pp	je
aurais	Vuc	avoir
souffert	Ge	souffrir
la	Da	le
mort	Nc	mort
,	Fw	,
avant	S	avant
ta	Ds	ton
liberté	Nc	liberté
;	Fw	;
Traître	Nc	traître
,	Fw	,
qu'	Pr	que
espères	Vvc	espérer
-tu	Vvn	-tu
de	S	de
cette	Dd	ce
lâcheté	Nc	lâcheté
?	Fs	?
La	Da	le
Cour	Nc	cour
s'	Pp	se
en	Pp	en
raillera	Vvc	railler
,	Fw	,
ton	Ds	ton
tyran	Nc	tyran
,	Fw	,
quoi	Pr	quoi
qu'	Pr	que
il	Pp	il
die	Vvc	die
,	Fw	,
Ne	Vvc	ne
saurait	Vvc	savoir
en	S	en
son	Ds	son
coeur	Nc	cœur
priser	Vvn	priser
ta	Ds	ton
perfidie	Nc	perfidie
;	Fw	;
Les	Vvc	les
martyrs	Nc	martyr
animés	Ge	animer
d'	S	de
une	Dn	un
sainte	Ag	saint
fureur	Nc	fureur
,	Fw	,
En	Vvc	en
rougiront	Vvc	rougir
de	S	de
honte	Nc	honte
,	Fw	,
et	Cc	et
frémiront	Vvc	frémir
d'	S	de
horreur	Nc	horreur
;	Fw	;
Contre	Vvc	contrer
toi	Pp	tu
dans	S	dans
le	Da	le
Ciel	Nc	ciel
,	Fw	,
Christ	Vvc	christ
arme	Vvc	armer
sa	Ds	son
justice	Nc	justice
;	Fw	;
Les	Vvc	les
ministres	Nc	ministre
d'	S	de
Enfer	Nc	enfer
préparent	Vvc	préparer
ton	Ds	ton
supplice	Nc	supplice
;	Fw	;
Et	Vvc	et
tu	Pp	tu
viens	Vvc	venir
,	Fw	,
rejeté	Ge	rejeter
de	S	de
la	Da	le
terre	Nc	terre
et	Cc	et
des	S+Da	de+le|de+les
cieux	Nc	ciel|cieux
Pour	Ag	pour
me	Pp	je
perdre	Vvn	perdre
avec	S	avec
toi	Pp	tu
,	Fw	,
chercher	Vvn	chercher
grâce	Nc	grâce
en	S	en
ces	Dd	ce
lieux	Nc	lieu
?	Fs	?
Elle	Pp	il
sort	Vvc	sortir
furieuse	Ag	furieux
,	Fw	,
et	Cc	et
dit	Vvc	dire
en	S	en
s'	Pp	se
en	S	en
allant	Ga	aller
.	Fs	.
Que	Pt	que
ferai	Vvc	faire|ferrer
-je	Nc	-je
,	Fw	,
ô	I	oh
Seigneur	Nc	seigneur
!	Fs	!
Puis	Vvc	pouvoir
-je	Vvc	-je
souffrir	Vvn	souffrir
sans	S	sans
peine	Nc	peine
L'	Vvc	l'
ennemi	Nc	ennemi
de	S	de
ta	Ds	ton
gloire	Nc	gloire
,	Fw	,
et	Cc	et
l'	Da	le
objet	Nc	objet
de	S	de
ta	Ds	ton
haine	Nc	haine
!	Fs	!
Puis	Vvc	pouvoir
-je	Vvc	-je
vivre	Vvn	vivre
,	Fw	,
et	Cc	et
me	Pp	je
voir	Vvn	voir
en	S	en
ce	Dd	ce
confus	Ag	confus
état	Nc	état
,	Fw	,
De	Vvc	de
la	Da	le
soeur	Nc	sœur
d'	S	de
un	Dn	un
martyr	Nc	martyr
,	Fw	,
femme	Nc	femme
d'	S	de
un	Dn	un
apostat	Nc	apostat
?	Fs	?
D'	S	de
un	Dn	un
ennemi	Nc	ennemi
de	S	de
Dieu	Nc	dieu
,	Fw	,
d'	S	de
un	Dn	un
lâche	Nc	lâche|lâché
,	Fw	,
d'	S	de
un	Dn	un
infâme	Ag	infâme
?	Fs	?
Je	Pp	je
te	Pp	tu
vais	Vvc	aller
détromper	Vvn	détromper
,	Fw	,
où	Pr	où
cours	Nc	cour|cours|court
-tu	Vvc	-tu
ma	Ds	mon
chère	Ag	cher
âme	Nc	âme
?	Fs	?
Ravir	Vvn	ravir
dans	S	dans
ta	Ds	ton
prison	Nc	prison
,	Fw	,
d'	S	de
une	Dn	un
mâle	Ag	mâle
vigueur	Nc	vigueur
,	Fw	,
La	Vvc	la
palme	Nc	palme
qu'	Pr	que
aujourd'hui	Rg	aujourd'hui
tu	Pp	tu
perds	Vvc	perdre
,	Fw	,
faute	Nc	faute
de	S	de
coeur	Nc	cœur
;	Fw	;
Y	Vvc	y
joindre	Vvn	joindre
les	Da	le
martyrs	Nc	martyr
,	Fw	,
et	Cc	et
d'	S	de
une	Dn	un
sainte	Ag	saint
audace	Nc	audace
,	Fw	,
Remplir	Nc	remplir
chez	S	chez
eux	Pp	eux
ton	Ds	ton
rang	Nc	rang
,	Fw	,
et	Cc	et
combattre	Vvn	combattre
en	S	en
ta	Ds	ton
place	Nc	place
;	Fw	;
Y	Vvc	y
cueillir	Vvn	cueillir
des	Dn	un
lauriers	Nc	laurier
,	Fw	,
dont	Pr	dont
Dieu	Nc	dieu
t'	Pp	tu
eût	Vuc	avoir
couronné	Ge	couronner
;	Fw	;
Et	Vvc	et
prendre	Vvn	prendre
au	S+Da	à+le
ciel	Nc	ciel
le	Da	le
lieu	Nc	lieu
qui	Pr	qui
t'	Pp	tu
était	Vuc	être
destiné	Ge	destiner
.	Fs	.
Pour	S	pour
quelle	Dt	quel
défiance	Nc	défiance
altères	Vvc	altérer
-tu	Vvn	-tu
ma	Ds	mon
gloire	Nc	gloire
?	Fs	?
Dieu	Nc	dieu
toujours	Rg	toujours
en	S	en
mon	Ds	mon
coeur	Nc	cœur
conserve	Vvc	conserver
sa	Ds	son
victoire	Nc	victoire
;	Fw	;
Il	Vvc	il
a	Vuc	avoir
reçu	Ge	recevoir
ma	Ds	mon
foi	Nc	foi
,	Fw	,
rien	Pi	rien
ne	Rp	ne
peut	Vvc	pouvoir
l'	Pp	il
ébranler	Vvn	ébranler
,	Fw	,
Et	Vvc	et
je	Pp	je
cours	Nc	cour|cours|court
au	S+Da	à+le
trépas	Nc	trépas
,	Fw	,
bien	Rg	bien
loin	Rg	loin
d'	S	de
en	Pp	en
reculer	Vvn	reculer
;	Fw	;
Seul	Nc	seul
,	Fw	,
sans	S	sans
