Ah	I	ah
tant	Rg	tant
de	S	de
belles	Ag	beau
Fleurettes	Nc	fleurette
,	Fw	,
Quant	Ga	quant
à	S	à
moi	Pp	je
j'	Pp	je
y	Pp	y
renonce	Vvc	renoncer
,	Fw	,
et	Cc	et
j'	Pp	je
en	Pp	en
ai	Vuc	avoir
les	Da	le
mains	Nc	main
nettes	Ag	net
:	Fw	:
Je	Pp	je
ne	Rp	ne
veux	Vvc	vouloir
point	Rg	point
ouïr	Vvn	ouïr
les	Da	le
discours	Nc	discours
d'	S	de
amoureux	Ag	amoureux
,	Fw	,
Ils	Vvc	ils
sont	Vuc	être
en	S	en
bonne	Ag	bon
foi	Nc	foi
malins	Ag	malin
et	Cc	et
dangereux	Ag	dangereux
;	Fw	;
Je	Vvc	je
pèche	Vvc	pécher
assez	Rg	assez
d'ailleurs	Ag	d'ailleurs
,	Fw	,
sans	S	sans
pécher	Vvn	pécher|pêcher
par	S	par
l'	Da	le
oreille	Nc	oreille
.	Fs	.
À	Vvc	à
propos	Nc	propos
de	S	de
pécher	Vvn	pécher|pêcher
,	Fw	,
votre	Ds	votre
vide-bouteille	Nc	vide-bouteille
,	Fw	,
Votre	Nc	votre
grand	Ag	grand
fainéant	Ag	fainéant
,	Fw	,
votre	Ds	votre
chien	Nc	chien
de	S	de
valet	Nc	valet
,	Fw	,
Enfin	Nc	enfin
ce	Dd	ce
mal	Nc	mal
bâti	Ge	bâtir
,	Fw	,
ce	Dd	ce
maudit	Nc	maudit
Jodelet	Ag	jodelet
,	Fw	,
Depuis	Vvc	depuis
deux	Nc	deux
ou	Pr	où
trois	Vvc	traire
jours	Nc	jour
m'	Pp	je
a	Vuc	avoir
prise	Ge	prendre|priser
pour	S	pour
une	Dn	un
autre	Pi	autre
;	Fw	;
Je	Vvc	je
l'	Pp	il
aurais	Vuc	avoir
bien	Rg	bien
frotté	Ge	frotter
si	Cs	si
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
qu'	Cs	que
il	Pp	il
est	Vuc	être
vôtre	As#Ps	vôtre
.	Fs	.
Il	Pp	il
me	Pp	je
trouve	Vvc	trouver
à	S	à
son	Ds	son
gré	Nc	gré
,	Fw	,
tout	Pi	tout
ce	Pd	ce
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
lui	Pp	il
plaît	Vvc	plaire
;	Fw	;
Mais	Vvc	mais
me	Pp	je
plaît-il	Vvc	plaît-il
aussi	Rg	aussi
le	Da	le
maussade	Ag	maussade
qu'	Cs	que
il	Pp	il
est	Vuc	être
?	Fs	?
Il	Pp	il
m'	Pp	je
en	Pp	en
faut	Vvc	faillir|falloir
bien	Rg	bien
un	Dn	un
autre	Pi	autre
,	Fw	,
et	Cc	et
d'	S	de
une	Dn	un
autre	Ag	autre
fabrique	Nc	fabrique
,	Fw	,
C'	Vvc	c'
est	Vuc	être
un	Dn	un
beau	Ag	beau
marmouset	Nc	marmouset
,	Fw	,
c'	Pd	ce
est	Vuc	être
un	Dn	un
bel	Nc	bel
as	Vuc	avoir
de	S	de
pique	Nc	pique|piqué
,	Fw	,
Il	Vvc	il
pense	Vvc	penser
quand	Cs	quand
la	Da	le
nuit	Nc	nuit
il	Pp	il
a	Vuc	avoir
guitarisé	Nc	guitarisé
,	Fw	,
Que	Vvc	que
j'	Pp	je
en	Pp	en
ai	Vuc	avoir
tout	Di	tout
le	Da	le
jour	Nc	jour
le	Da	le
coeur	Nc	cœur
martyrisé	Ge	martyriser
,	Fw	,
À	Nc	à
la	Da	le
fin	Nc	fin
il	Pp	il
verra	Vvc	voir
,	Fw	,
si	Cs	si
vous	Pp	vous
n'	Rp	ne
y	Pp	y
donnez	Vvc	donner
ordre	Nc	ordre
,	Fw	,
Que	Vvc	que
j'	Pp	je
égratigne	Vvc	égratigner
bien	Rg	bien
,	Fw	,
et	Cc	et
que	Cs	que
je	Pp	je
sais	Vvc	savoir
bien	Rg	bien
mordre	Vvn	mordre
,	Fw	,
Il	Vvc	il
me	Pp	je
va	Vvc	aller
tourmentant	Ga	tourmenter
de	S	de
ses	Ds	son
affections	Nc	affection
;	Fw	;
Il	Vvc	il
me	Pp	je
va	Vvc	aller
proposant	Nc	proposant
des	S+Da	de+le|de+les
fornications	Nc	fornication
,	Fw	,
Et	Vvc	et
pour	S	pour
qui	Pr	qui
me	Pp	je
prend-il	V	prendre
?	Fs	?
Ah	I	ah
!	Fs	!
Par	S	par
ma	Ds	mon
foi	Nc	foi
j'	Pp	je
enrage	Vvc	enrager
,	Fw	,
Encor	Nc	encor
s'	Cs	si
il	Pp	il
me	Pp	je
parlait	Vvc	parler
un	Dn	un
peu	Rg	peu
de	S	de
mariage	Nc	mariage
.	Fs	.
Dites	Vvc	dire
-lui	Nc	-lui
bien	Rg	bien
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
qu'	Cs	que
il	Pp	il
ne	Rp	ne
soit	Vuc	être
plus	Rg	plus
si	Rg	si
fou	Ag	fou
.	Fs	.
Va	Vvc	aller
,	Fw	,
chère	Nc	chère
Béatris	Vvc	béatris
,	Fw	,
je	Pp	je
lui	Pp	il
romprai	Vvc	rompre
le	Da	le
cou	Nc	cou
.	Fs	.
Quelques	Di	quelque
coups	Nc	coup
suffiront	Vvc	suffire
,	Fw	,
et	Cc	et
quelque	Di	quelque
réprimande	Nc	réprimande
.	Fs	.
Je	Pp	je
l'	Pp	il
étrillerai	Vvc	étriller
bien	Rg	bien
.	Fs	.
Le	Da	le
bon	Ag	bon
Dieu	Nc	dieu
vous	Pp	vous
le	Pp	il
rende	Vvc	rendre
.	Fs	.
Il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
je	Pp	je
vous	Pp	vous
quitte	Vvc	quitter
,	Fw	,
excusez	Vvc	excuser
un	Dn	un
Amant	Nc	amant
.	Fs	.
Vous	Pp	vous
reviendrez	Vvc	revenir
bientôt	Rg	bientôt
?	Fs	?
Dans	S	dans
un	Dn	un
petit	Ag	petit
moment	Nc	moment
.	Fs	.
Venez	Vvc	venir
donc	Rg	donc
vitement	Rg	vitement
,	Fw	,
sans	S	sans
tant	Rg	tant
vous	Pp	vous
faire	Vvn	faire
attendre	Vvn	attendre
,	Fw	,
Ma	Vvc	ma
Maîtresse	Vvc	maîtresse
tantôt	Rg	tantôt
me	Pp	je
dira	Vvc	dire
pis	Nc	pis
que	Pr	que
pendre	Vvn	pendre
.	Fs	.
Don	Nc	don
Félix	Nc	félix
ne	Rp	ne
sait	Vvc	savoir
point	Rg	point
ce	Pd	ce
qui	Pr	qui
m'	Pp	je
amène	Vvc	amener
ici	Rg	ici
,	Fw	,
Car	Nc	car
j'	Pp	je
ai	Vuc	avoir
quelque	Di	quelque
raison	Nc	raison
de	S	de
me	Pp	je
cacher	Vvn	cacher
ainsi	Rg	ainsi
.	Fs	.
Mais	Cc	mais
il	Pp	il
saura	Vvc	savoir
bientôt	Rg	bientôt
que	Cs	que
c'	Pd	ce
est	Vuc	être
pour	S	pour
un	Dn	un
mariage	Nc	mariage
.	Fs	.
Si	Cs	si
je	Pp	je
ne	Rp	ne
trouve	Vvc	trouver
pas	Rg	pas
mon	Ds	mon
compte	Nc	compte
où	Pr	où
l'	Pp	il
on	Pp	on
m'	Pp	je
engage	Vvc	engager
,	Fw	,
Si	Vvc	si
mon	Ds	mon
père	Nc	père
a	Vuc	avoir
choisi	Ge	choisir
quelque	Di	quelque
objet	Nc	objet
odieux	Ag	odieux
,	Fw	,
Quelque	Vvc	quelque
Idole	Nc	idole
doré	Ge	dorer
qui	Pr	qui
me	Pp	je
choque	Vvc	choquer
les	Da	le
yeux	Nc	œil
,	Fw	,
Plutôt	Vvc	plutôt
que	Cs	que
d'	S	de
épouser	Vvn	épouser
un	Dn	un
démon	Nc	démon
domestique	Ag	domestique
,	Fw	,
(	Fw	(
Quoique	Nc	quoique
du	S+Da	de+le
procédé	Nc	procédé
le	Da	le
bonhomme	Nc	bonhomme
se	Pp	il
pique	Vvc	piquer
,	Fw	,
)	Fw	)
On	Vvc	on
me	Pp	je
verra	Vvc	voir
bientôt	Rg	bientôt
à	S	à
Madrid	Nc	madrid
de	S	de
retour	Nc	retour
.	Fs	.
Un	Dn	un
père	Nc	père
qui	Pr	qui
toujours	Rg	toujours
au	S+Da	à+le
bien	Nc	bien
seul	Ag	seul
fait	Vvc	faire
l'	Da	le
amour	Nc	amour
,	Fw	,
Préfère	Vvc	préfère
un	Dn	un
parti	Nc	parti
riche	Ag	riche
à	S	à
la	Da	le
plus	Rg	plus
belle	Ag	beau
fille	Nc	fille
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
n'	Rp	ne
est	Vuc	être
-ce	Vvc	-ce
pas	Rg	pas
là	Rg	là
Don	Nc	don
Gaspard	Nc	gaspard
de	S	de
Padille	Nc	padille
?	Fs	?
Don	Nc	don
Gaspard	Nc	gaspard
?	Fs	?
Oui	Rg	oui
,	Fw	,
lui	Pp	il
-même	Vvc	-même
.	Fs	.
Ha	Rg	ha
!	Fs	!
Tu	Pp	tu
dis	Vvc	dire
vrai	Ag	vrai
,	Fw	,
c'	Pd	ce
est	Vuc	être
lui	Pp	il
,	Fw	,
Je	Vvc	je
ne	Rp	ne
m'	Pp	je
attendais	Vvc	attendre
pas	Rg	pas
de	S	de
le	Pp	il
voir	Vvn	voir
aujourd'hui	Rg	aujourd'hui
.	Fs	.
Ne	Rp	ne
pense	Vvc	penser
pas	Rg	pas
tarder	Vvn	tarder
longtemps	Rg	longtemps
,	Fw	,
ou	Cc	ou
je	Pp	je
t'	Pp	tu
étrangle	Vvc	étrangler
,	Fw	,
Après	Vvc	après
t'	Pp	tu
avoir	Vun	avoir
donné	Ge	donner
cent	Nc	cent
mille	Nc	mille
coups	Nc	coup
de	S	de
sangle	Nc	sangle
.	Fs	.
C'	Pd	ce
est	Vuc	être
toujours	Rg	toujours
le	Da	le
même	Ag	même
homme	Nc	homme
.	Fs	.
Hé	Vvc	hé
,	Fw	,
qu'	Pr	que
est	Vuc	être
-ce	Vvc	-ce
que	Cs	que
je	Pp	je
vois	Vvc	voir
?	Fs	?
Don	Nc	don
Diègue	Vvc	diègue
de	S	de
Giron	Nc	giron
est	Vuc	être
-ce	Vvc	-ce
vous	Pp	vous
?	Fs	?
Oui	Rg	oui
,	Fw	,
c'	Pd	ce
est	Vuc	être
moi	Pp	je
.	Fs	.
Qui	Pr	qui
vous	Pp	vous
amène	Vvc	amener
ici	Rg	ici
?	Fs	?
L'	Da	le
amour	Nc	amour
.	Fs	.
La	Da	le
même	Ag	même
chose	Nc	chose
Me	Ag	me
retient	Vvc	retenir
à	S	à
Tolède	Nc	tolède
,	Fw	,
et	Cc	et
sera	Vuc	être
bientôt	Rg	bientôt
cause	Nc	cause
Que	Vvc	que
certain	Ag	certain
Dameret	Nc	dameret
qui	Pr	qui
me	Pp	je
veut	Vvc	vouloir
supplanter	Vvn	supplanter
,	Fw	,
Se	Vvc	se
sentira	Vvc	sentir
du	S+Da	de+le
don	Nc	don
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
de	S	de
bien	Rg	bien
frotter	Vvn	frotter
.	Fs	.
J'	Pp	je
aime	Vvc	aimer
deux	Nc	deux
soeurs	Nc	sœur
.	Fs	.
Deux	Nc	deux
soeurs	Nc	sœur
à	S	à
la	Da	le
fois	Nc	fois
?	Fs	?
Et	Cc	et
fort	Rg	fort
belles	Ag	beau
;	Fw	;
Ce	Vvc	ce
doucereux	Ag	doucereux
mignon	Nc	mignon
en	Pp	en
aime	Vvc	aimer
l'	Da	le
une	Pi	un
d'	S	de
elles	Pp	ils
,	Fw	,
Je	Vvc	je
le	Pp	il
souffrirais	Vvc	souffrir
bien	Rg	bien
si	Cs	si
l'	Da	le
autre	Pi	autre
était	Vuc	être
pour	S	pour
moi	Pp	je
;	Fw	;
Il	Vvc	il
faut	Vvc	faillir|falloir
que	Cs	que
chacun	Pi	chacun
vive	Ag	vif
et	Cc	et
travaille	Vvc	travailler
pour	S	pour
soi	Pp	il
:	Fw	:
Mais	Cc	mais
certain	Ag	certain
Courtisan	Nc	courtisan
devant	S	devant
épouser	Vvn	épouser
l'	Da	le
autre	Pi	autre
,	Fw	,
Je	Vvc	je
vois	Vvc	voir
ainsi	Rg	ainsi
qu'	Cs	que
en	S	en
tout	Pi	tout
il	Pp	il
y	Pp	y
va	Vvc	aller
bien	Rg	bien
du	S+Da	de+le
nôtre	As#Ps	nôtre
,	Fw	,
Et	Vvc	et
qu'	Cs	que
à	S	à
ce	Dd	ce
courtisan	Ag	courtisan
comme	Cs	comme
à	S	à
ce	Dd	ce
dameret	Nc	dameret
,	Fw	,
Avec	Vvc	avec
un	Dn	un
certain	Ag	certain
fer	Nc	fer
plus	Rg	plus
pointu	Ag	pointu
qu'	Cs	que
un	Dn	un
Fleuret	Nc	fleuret
,	Fw	,
Dont	Vvc	dont
vous	Pp	vous
savez	Vvc	savoir
,	Fw	,
cousin	Nc	cousin
,	Fw	,
à	S	à
quel	Dt	quel
point	Nc	point
je	Pp	je
m'	Pp	je
acquitte	Vvc	acquitter
,	Fw	,
Il	Vvc	il
faudra	Vvc	faillir|falloir
que	Cs	que
je	Pp	je
fasse	Vvc	faire
enfin	Rg	enfin
prendre	Vvn	prendre
la	Da	le
fuite	Nc	fuite
:	Fw	:
Qu'	Cs	que
en	Pp	en
dites	Vvc	dire
-vous	Nc	-vous
,	Fw	,
cousin	Nc	cousin
?	Fs	?
Moi	Pp	je
,	Fw	,
qu'	Cs	que
il	Pp	il
n'	Rp	ne
est	Vuc	être
rien	Pi	rien
de	S	de
tel	Di	tel
.	Fs	.
Je	Pp	je
m'	Pp	je
en	Pp	en
vais	Vvc	aller
pour	S	pour
demain	Rg	demain
leur	Pp	leur
dresser	Vvn	dresser
un	Dn	un
cartel	Nc	cartel
.	Fs	.
Je	Pp	je
ne	Rp	ne
vous	Pp	vous
quitte	Vvc	quitter
point	Rg	point
.	Fs	.
Je	Pp	je
ne	Rp	ne
risque	Vvc	risquer
personne	Pi	personne
.	Fs	.
Et	Cc	et
la	Pp	il
demeure	Vvc	demeurer
?	Fs	?
Elle	Pp	il
est	Vuc	être
partout	Rg	partout
où	Pr	où
je	Pp	je
m'	Pp	je
adonne	Vvc	adonner
;	Fw	;
Adieu	Nc	adieu
jusqu'	S	jusque
au	S+Da	à+le
revoir	Nc	revoir
.	Fs	.
Adieu	Nc	adieu
mon	Ds	mon
cher	Ag	cher
cousin	Nc	cousin
,	Fw	,
Modérez	Vvc	modérez
tant	Rg	tant
soit	Vuc	être
peu	Rg	peu
votre	Ds	votre
esprit	Nc	esprit
spadassin	Nc	spadassin
.	Fs	.
Je	Pp	je
ne	Rp	ne
puis	Vvc	pouvoir
.	Fs	.
Le	Da	le
voilà	I	voilà
tel	Ag	tel
qu'	Cs	que
il	Pp	il
était	Vuc	être
en	S	en
Flandre	Nc	flandre
,	Fw	,
Mais	Vvc	mais
avec	S	avec
tout	Di	tout
cela	Pd	cela
,	Fw	,
vaillant	Ag	vaillant
comme	S	comme
Alexandre	Nc	alexandre
.	Fs	.
Et	Cc	et
fou	Ag	fou
comme	S	comme
Roland	Nc	roland
,	Fw	,
quand	Cs	quand
il	Pp	il
courait	Vvc	courir
les	Da	le
champs	Nc	champ|champs
.	Fs	.
Les	Da	le
fous	Nc	fou
pareils	Ag	pareil
à	S	à
lui	Pp	il
ne	Rp	ne
sont	Vuc	être
jamais	Rg	jamais
méchants	Ag	méchant
:	Fw	:
Il	Pp	il
est	Vuc	être
fort	Rg	fort
libéral	Ag	libéral
,	Fw	,
fort	Rg	fort
vaillant	Ag	vaillant
,	Fw	,
fort	Rg	fort
fidèle	Ag	fidèle
,	Fw	,
S'	Vvc	s'
il	Pp	il
avait	Vuc	avoir
un	Dn	un
peu	Rg	peu
plus	Rg	plus
de	S	de
bien	Nc	bien
et	Cc	et
de	S	de
cervelle	Nc	cervelle
,	Fw	,
Comme	Vvc	comme
il	Pp	il
est	Vuc	être
mon	Ds	mon
parent	Nc	parent
...	Fs	...
Lucie	Vvc	lucie
paraît	Vvc	paraître
sur	S	sur
le	Da	le
théâtre	Nc	théâtre
,	Fw	,
menée	Ge	mener
par	S	par
un	Dn	un
homme	Nc	homme
,	Fw	,
et	Cc	et
suivie	Ge	suivre
de	S	de
Béatrix	Nc	béatrix
.	Fs	.
Et	Cc	et
ce	Dd	ce
chien	Nc	chien
de	S	de
cocher	Nc	cocher|côcher
.	Fs	.
Il	Pp	il
ne	Rp	ne
se	Pp	il
trouve	Vvc	trouver
point	Rg	point
,	Fw	,
je	Pp	je
le	Pp	il
viens	Vvc	venir
de	S	de
chercher	Vvn	chercher
:	Fw	:
Cet	Dd	ce
ivrogne	Nc	ivrogne
est	Vuc	être
sans	S	sans
doute	Nc	doute
allé	Ge	aller
boire	Vvn	boire
chopine	Nc	chopine
.	Fs	.
Alphonse	Nc	alphonse
,	Fw	,
qu'	Cs	que
elle	Pp	il
est	Vuc	être
belle	Ag	beau
!	Fs	!
Et	Cc	et
qu'	Cs	que
elle	Pp	il
a	Vuc	avoir
bonne	Ag	bon
mine	Nc	mine
!	Fs	!
Et	Cc	et
ce	Dd	ce
coquin	Nc	coquin
me	Pp	je
met	Vvc	mettre
ainsi	Rg	ainsi
sur	S	sur
le	Da	le
pavé	Nc	pavé
?	Fs	?
Je	Pp	je
n'	Rp	ne
ai	Vuc	avoir
pas	Rg	pas
eu	Ge	avoir
le	Da	le
temps	Nc	temps
de	S	de
dire	Vvn	dire
un	Dn	un
pauvre	Ag	pauvre
Avé	Nc	avé
;	Fw	;
Je	Vvc	je
l'	Pp	il
ai	Vuc	avoir
cherché	Ge	chercher
cent	Nc	cent
fois	Nc	fois
à	S	à
l'	Da	le
entour	Nc	entour
de	S	de
l'	Da	le
Église	Nc	église
.	Fs	.
Mon	Ds	mon
Dieu	Nc	dieu
,	Fw	,
si	Cs	si
c'	Pd	ce
était	Vuc	être
là	Rg	là
celle	Pd	celui
qu'	Pr	que
on	Pp	on
m'	Pp	je
a	Vuc	avoir
promise	Ge	promettre
,	Fw	,
Que	Vvc	que
je	Pp	je
serais	Vuc	être
heureux	Ag	heureux
!	Fs	!
Allez	Vvc	aller
voir	Vvn	voir
,	Fw	,
que	Pr	que
sait	Vvc	savoir
-on	Nc	-on
?	Fs	?
Et	Cc	et
puisque	Cs	puisque
ce	Dd	ce
Soleil	Nc	soleil
n'	Rp	ne
a	Vuc	avoir
point	Rg	point
de	S	de
Phaéton	Nc	phaéton
,	Fw	,
Allez	Vvc	aller
vous	Pp	vous
présenter	Vvn	présenter
,	Fw	,
et	Cc	et
la	Da	le
mener	Nc	mener
chez	S	chez
elle	Pp	il
.	Fs	.
Et	Cc	et
toi	Pp	tu
,	Fw	,
tâche	Vvc	tâcher
à	S	à
savoir	Vvn	savoir
le	Da	le
nom	Nc	nom
de	S	de
cette	Dd	ce
belle	Ag	beau
.	Fs	.
Je	Pp	je
le	Pp	il
saurai	Vvc	savoir
bientôt	Rg	bientôt
.	Fs	.
Madame	Nc	madame
,	Fw	,
un	Dn	un
étranger	Ag	étranger
Peut-il	Nc	peut-il
vous	Pp	vous
demander	Vvn	demander
,	Fw	,
sans	S	sans
se	Pp	il
mettre	Vvn	mettre
en	S	en
danger	Nc	danger
D'	Vvc	d'
être	Vun	être
trop	Rg	trop
téméraire	Ag	téméraire
,	Fw	,
ou	Cc	ou
de	S	de
trop	Rg	trop
entreprendre	Vvn	entreprendre
,	Fw	,
L'	Vvc	l'
honneur	Nc	honneur
de	S	de
vous	Pp	vous
mener	Vvn	mener
,	Fw	,
où	Pr	où
vous	Pp	vous
voulez	Vvc	vouloir
vous	Pp	vous
rendre	Vvn	rendre
?	Fs	?
Je	Pp	je
reconnais	Vvc	reconnaître
assez	Rg	assez
ne	Rp	ne
le	Pp	il
mériter	Vvn	mériter
pas	Rg	pas
,	Fw	,
À	Nc	à
bien	Rg	bien
considérer	Vvn	considérer
le	Da	le
prix	Nc	prix
de	S	de
vos	Ds	votre
appas	Nc	appas
.	Fs	.
J'	Pp	je
accepterais	Vvc	accepter
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
la	Da	le
faveur	Nc	faveur
présentée	Ge	présenter
,	Fw	,
Si	Vvc	si
je	Pp	je
croyais	Vvc	croire
l'	Pp	il
avoir	Vun	avoir
tant	Rg	tant
soit	Vuc	être
peu	Rg	peu
méritée	Ge	mériter
;	Fw	;
Et	Vvc	et
pour	S	pour
cette	Dd	ce
raison	Nc	raison
,	Fw	,
j'	Pp	je
ose	Vvc	oser
vous	Pp	vous
avertir	Vvn	avertir
,	Fw	,
Que	Vvc	que
vous	Pp	vous
êtes	Vuc	être
un	Dn	un
peu	Rg	peu
trop	Rg	trop
prompt	Ag	prompt
à	S	à
vous	Pp	vous
offrir	Vvn	offrir
.	Fs	.
J'	Pp	je
ai	Vuc	avoir
tort	Nc	tort
,	Fw	,
je	Pp	je
le	Pp	il
confesse	Vvc	confesser
,	Fw	,
et	Cc	et
cette	Dd	ce
offre	Nc	offre
est	Vuc	être
petite	Ag	petit
,	Fw	,
À	Nc	à
la	Pp	il
considérer	Vvn	considérer
selon	S	selon
votre	Ds	votre
mérite	Nc	mérite
:	Fw	:
Mais	Cc	mais
qui	Pr	qui
peut	Vvc	pouvoir
vous	Pp	vous
offrir	Vvn	offrir
ce	Pd	ce
que	Pr	que
vous	Pp	vous
méritez	Vvc	mériter
,	Fw	,
Et	Vvc	et
vous	Pp	vous
faire	Vvn	faire
ici-bas	Rg	ici-bas
des	Dn	un
libéralités	Nc	libéralité
,	Fw	,
À	Nc	à
vous	Pp	vous
en	S	en
qui	Pr	qui
le	Pp	il
Ciel	Vvc	ciel
prodiguement	Rg	prodiguement
assemble	Nc	assemblé
Les	Vvc	les
plus	Rg	plus
riches	Ag	riche
Trésors	Nc	trésors
qu'	Pr	que
on	Pp	on
puisse	Vvc	pouvoir
voir	Vvn	voir
ensemble	Rg	ensemble
?	Fs	?
Une	Dn	un
mine	Nc	mine
céleste	Ag	céleste
,	Fw	,
un	Dn	un
esprit	Nc	esprit
sans	S	sans
pareil	Nc	pareil
,	Fw	,
Un	Vvc	un
adorable	Ag	adorable
corps	Nc	corps
aussi	Rg	aussi
beau	Ag	beau
qu'	Cs	que
un	Dn	un
Soleil	Nc	soleil
?	Fs	?
Madrid	Nc	madrid
ne	Rp	ne
fera	Vvc	faire|ferrer
plus	Rg	plus
gloire	Nc	gloire
de	S	de
ses	Ds	son
coquettes	Nc	coquet|coquette
;	Fw	;
Tolède	Vvc	tolède
seulement	Rg	seulement
a	S	à
des	Dn	un
beautés	Nc	beauté
parfaites	Ag	parfait
;	Fw	;
Et	Vvc	et
je	Pp	je
trouve	Vvc	trouver
à	S	à
Tolède	Nc	tolède
,	Fw	,
et	Cc	et
dès	S	dès
le	Da	le
premier	Ag	premier
jour	Nc	jour
,	Fw	,
Ce	Vvc	ce
que	Cs	que
je	Pp	je
n'	Rp	ne
ai	Vuc	avoir
jamais	Rg	jamais
pu	Ge	pouvoir
trouver	Vvn	trouver
à	S	à
la	Da	le
Cour	Nc	cour
.	Fs	.
À	Vvc	à
ces	Dd	ce
riches	Ag	riche
discours	Nc	discours
qui	Pr	qui
pourraient	Vvc	pouvoir
me	Pp	je
confondre	Vvn	confondre
,	Fw	,
Il	Vvc	il
me	Pp	je
faudrait	Vvc	falloir
beaucoup	Rg	beaucoup
de	S	de
temps	Nc	temps
pour	S	pour
y	Pp	y
répondre	Vvn	répondre
.	Fs	.
À	Nc	à
Tolède	Vvc	tolède
on	Pp	on
n'	Rp	ne
a	Vuc	avoir
pas	Rg	pas
l'	Da	le
esprit	Nc	esprit
assez	Rg	assez
présent	Ag	présent
;	Fw	;
Vous	Nc	vous
vous	Pp	vous
donnez	Vvc	donner
à	S	à
moi	Pp	je
,	Fw	,
c'	Pd	ce
est	Vuc	être
un	Dn	un
riche	Nc	riche
présent	Ag	présent
,	Fw	,
Dont	Vvc	dont
vous	Pp	vous
devez	Vvc	devoir
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
vous	Pp	vous
rendre	Vvn	rendre
un	Dn	un
peu	Rg	peu
plus	Rg	plus
chiche	Ag	chiche
,	Fw	,
Je	Vvc	je
ne	Rp	ne
veux	Vvc	vouloir
point	Rg	point
de	S	de
vous	Pp	vous
,	Fw	,
car	Cc	car
je	Pp	je
serais	Vuc	être
trop	Rg	trop
riche	Ag	riche
:	Fw	:
Et	Cc	et
vous	Pp	vous
qui	Pr	qui
vous	Pp	vous
donnez	Vvc	donner
si	Rg	si
témérairement	Rg	témérairement
,	Fw	,
Sachez	Vvc	savoir
que	Cs	que
vous	Pp	vous
seriez	Vuc	être
traité	Ge	traiter
cruellement	Rg	cruellement
,	Fw	,
Et	Vvc	et
que	Cs	que
vous	Pp	vous
ne	Rp	ne
savez	Vvc	savoir
pas	Rg	pas
bien	Rg	bien
ce	Pd	ce
que	Pr	que
vous	Pp	vous
faites	Vvc	faire
.	Fs	.
Je	Pp	je
sais	Vvc	savoir
ce	Pd	ce
que	Pr	que
je	Pp	je
fais	Vvc	faire
;	Fw	;
je	Pp	je
sais	Vvc	savoir
ce	Pd	ce
que	Pr	que
vous	Pp	vous
êtes	Vuc	être
;	Fw	;
Je	Vvc	je
sais	Vvc	savoir
qu'	Cs	que
en	S	en
vous	Pp	vous
voyant	Ga	voir
,	Fw	,
je	Pp	je
trouve	Vvc	trouver
dans	S	dans
vos	Ds	votre
yeux	Nc	œil
Un	Vvc	un
plaisir	Nc	plaisir
approchant	Ga	approcher
de	S	de
la	Da	le
gloire	Nc	gloire
des	S+Da	de+le|de+les
Cieux	Nc	ciel|cieux
:	Fw	:
Mais	Cc	mais
hélas	I	hélas
!	Fs	!
Je	Pp	je
ne	Rp	ne
sais	Vvc	savoir
si	Rg	si
cette	Dd	ce
gloire	Nc	gloire
offerte	Ge	offrir
,	Fw	,
Doit	Vvc	devoir
être	Vun	être
mon	Ds	mon
salut	Nc	salut
,	Fw	,
ou	Cc	ou
doit	Vvc	devoir
être	Vun	être
ma	Ds	mon
perte	Nc	perte
.	Fs	.
Et	Cc	et
moi	Pp	je
je	Pp	je
sais	Vvc	savoir
fort	Rg	fort
bien	Rg	bien
qu'	Cs	que
un	Dn	un
homme	Nc	homme
de	S	de
la	Da	le
Cour	Nc	cour
,	Fw	,
Feint	Vvc	feindre
fort	Rg	fort
facilement	Rg	facilement
qu'	Cs	que
il	Pp	il
va	Vvc	aller
mourir	Vvn	mourir
d'	S	de
amour	Nc	amour
.	Fs	.
J'	Pp	je
ai	Vuc	avoir
trouvé	Ge	trouver
le	Da	le
Cocher	Nc	cocher|côcher
,	Fw	,
il	Pp	il
était	Vuc	être
dans	S	dans
la	Da	le
place	Nc	place
.	Fs	.
Ha	Rg	ha
!	Fs	!
Vraiment	Rg	vraiment
ce	Dd	ce
coquin	Ag	coquin
mérite	Nc	mérite
qu'	Pr	que
on	Pp	on
le	Pp	il
chasse	Vvc	chasser
.	Fs	.
Ce	Pd	ce
sera	Vuc	être
fort	Rg	fort
bien	Rg	bien
fait	Ge	faire
,	Fw	,
car	Cc	car
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
qu'	Rg	que
un	Dn	un
vaurien	Nc	vaurien
.	Fs	.
Cupidon	Nc	cupidon
vous	Pp	vous
assiste	Vvc	assister
et	Cc	et
vous	Pp	vous
fasse	Vvc	faire
du	S+Da	de+le
bien	Nc	bien
.	Fs	.
Adieu	Nc	adieu
mon	Ds	mon
Cavalier	Nc	cavalier
.	Fs	.
Ô	Vvc	ô
Dieu	Nc	dieu
qu'	Pr	que
elle	Pp	il
est	Vuc	être
aimable	Ag	aimable
!	Fs	!
Et	Cc	et
que	Cs	que
